doctor_id,send_count,read_count
601.0,53,0
613.0,48,0
617.0,48,0
618.0,48,0
621.0,48,0
626.0,54,0
629.0,50,0
635.0,54,0
637.0,50,0
640.0,48,0
643.0,48,0
658.0,52,0
663.0,42,0
669.0,49,0
672.0,50,0
676.0,45,0
683.0,49,0
684.0,41,0
699.0,47,0
702.0,49,0
719.0,48,0
735.0,47,0
741.0,45,0
748.0,47,0
751.0,51,0
754.0,51,0
765.0,48,0
773.0,50,0
774.0,53,0
777.0,51,0
781.0,47,0
786.0,56,0
787.0,54,0
788.0,55,0
789.0,49,0
793.0,51,0
795.0,50,0
812.0,48,0
815.0,52,0
820.0,47,0
826.0,50,0
827.0,45,0
830.0,46,0
834.0,47,0
841.0,54,0
848.0,51,0
852.0,53,0
853.0,48,0
858.0,48,0
876.0,53,0
881.0,51,0
884.0,47,0
885.0,47,0
890.0,47,0
891.0,53,0
893.0,48,0
894.0,51,0
896.0,48,0
898.0,48,0
908.0,47,0
939.0,53,0
941.0,48,0
942.0,51,0
945.0,50,0
955.0,48,0
960.0,51,0
963.0,50,0
968.0,55,0
970.0,52,0
974.0,51,0
979.0,50,0
986.0,52,0
987.0,51,0
990.0,50,0
994.0,49,0
997.0,52,0
1000.0,48,0
1011.0,51,0
1020.0,56,0
1021.0,45,0
1036.0,52,0
1039.0,50,0
1042.0,50,0
1043.0,50,0
1057.0,53,0
1068.0,51,0
1073.0,51,0
1081.0,50,0
1085.0,50,0
1087.0,46,0
1090.0,45,0
1100.0,48,0
1102.0,49,0
1105.0,54,0
1107.0,52,0
1116.0,52,0
1117.0,51,0
1123.0,53,0
1128.0,52,0
1130.0,48,0
1131.0,50,0
1132.0,50,0
1136.0,48,0
1152.0,50,0
1154.0,50,0
1155.0,45,0
1162.0,53,0
1163.0,48,0
1166.0,51,0
1173.0,42,0
1180.0,43,0
1186.0,52,0
1191.0,51,0
1198.0,52,0
1199.0,48,0
1208.0,49,0
1216.0,46,0
1235.0,48,0
1244.0,58,0
1247.0,49,0
1254.0,51,0
1264.0,52,0
1267.0,47,0
1272.0,49,0
1277.0,46,0
1280.0,49,0
1282.0,50,0
1285.0,50,0
1290.0,53,0
1291.0,45,0
1296.0,47,0
1300.0,50,0
1305.0,50,0
1311.0,52,0
1316.0,48,0
1320.0,51,0
1324.0,55,0
1329.0,50,0
1333.0,49,0
1337.0,47,0
1338.0,50,0
1340.0,49,0
1346.0,47,0
1351.0,55,0
1352.0,52,0
1355.0,55,0
1358.0,51,0
1359.0,47,0
1362.0,51,0
1365.0,50,0
1369.0,48,0
1376.0,48,0
1379.0,48,0
1380.0,48,0
1381.0,51,0
1383.0,47,0
1388.0,48,0
1393.0,53,0
1395.0,47,0
1398.0,47,0
1399.0,48,0
1410.0,47,0
1411.0,50,0
1414.0,49,0
1418.0,48,0
1419.0,48,0
1426.0,48,0
1445.0,51,0
1450.0,51,0
1458.0,45,0
1459.0,51,0
1462.0,48,0
1464.0,50,0
1467.0,54,0
1482.0,49,0
1483.0,48,0
1484.0,51,0
1487.0,47,0
1493.0,56,0
1497.0,51,0
1507.0,47,0
1508.0,51,0
1513.0,45,0
1517.0,45,0
1522.0,47,0
1528.0,49,0
1530.0,50,0
1543.0,51,0
1544.0,47,0
1550.0,53,0
1552.0,55,0
1555.0,54,0
1560.0,53,0
1568.0,53,0
1577.0,53,0
1583.0,49,0
1590.0,53,0
1595.0,49,0
1600.0,48,0
1601.0,50,0
1607.0,49,0
1610.0,55,0
1612.0,49,0
1613.0,49,0
1625.0,48,0
1639.0,52,0
1646.0,50,0
1651.0,50,0
1653.0,52,0
1654.0,50,0
1661.0,45,0
1663.0,46,0
1666.0,45,0
1667.0,53,0
1668.0,51,0
1674.0,46,0
1677.0,46,0
1682.0,49,0
1685.0,50,0
1701.0,48,0
1707.0,54,0
1708.0,47,0
1709.0,49,0
1723.0,51,0
1725.0,52,0
1732.0,53,0
1737.0,48,0
1748.0,48,0
1761.0,50,0
1767.0,57,0
1770.0,45,0
1773.0,54,0
1775.0,46,0
1787.0,50,0
1789.0,45,0
1791.0,47,0
1795.0,44,0
1798.0,50,0
1801.0,53,0
1812.0,46,0
1821.0,47,0
1823.0,47,0
1826.0,50,0
1834.0,51,0
1841.0,48,0
1847.0,54,0
1854.0,51,0
1855.0,49,0
1859.0,45,0
1869.0,56,0
1870.0,53,0
1874.0,51,0
1884.0,52,0
1886.0,48,0
1890.0,52,0
1894.0,48,0
1896.0,53,0
1899.0,50,0
1901.0,53,0
1903.0,49,0
1910.0,48,0
1917.0,55,0
1921.0,53,0
1923.0,46,0
1930.0,53,0
1940.0,50,0
1944.0,47,0
1946.0,47,0
1954.0,47,0
1958.0,51,0
1970.0,46,0
1972.0,47,0
1975.0,52,0
1977.0,47,0
1979.0,50,0
1985.0,51,0
1988.0,46,0
1990.0,45,0
1991.0,52,0
1993.0,49,0
1994.0,50,0
1997.0,46,0
2006.0,51,0
2007.0,49,0
2008.0,48,0
2023.0,52,0
2027.0,47,0
2031.0,46,0
2034.0,52,0
2038.0,51,0
2042.0,50,0
2043.0,50,0
2049.0,56,0
2050.0,48,0
2053.0,56,0
2070.0,52,0
2080.0,45,0
2086.0,47,0
2089.0,49,0
2098.0,49,0
2100.0,53,0
2102.0,53,0
2103.0,43,0
2107.0,48,0
2111.0,44,0
2119.0,53,0
2122.0,42,0
2128.0,51,0
2133.0,43,0
2134.0,45,0
2135.0,48,0
2136.0,47,0
2137.0,48,0
2141.0,49,0
2143.0,48,0
2149.0,52,0
2162.0,43,0
2164.0,46,0
2170.0,50,0
2175.0,50,0
2176.0,52,0
2186.0,40,0
2187.0,46,0
2198.0,46,0
2199.0,49,0
2200.0,49,0
2201.0,52,0
2210.0,53,0
2213.0,51,0
2219.0,42,0
2226.0,49,0
2232.0,45,0
2240.0,49,0
2242.0,57,0
2251.0,49,0
2267.0,57,0
2272.0,48,0
2278.0,51,0
2282.0,49,0
2289.0,44,0
2300.0,49,0
2301.0,48,0
2302.0,51,0
2312.0,46,0
2314.0,55,0
2323.0,51,0
2333.0,51,0
2339.0,49,0
2342.0,49,0
2347.0,52,0
2355.0,48,0
2360.0,49,0
2361.0,50,0
2362.0,55,0
2374.0,43,0
2375.0,46,0
2378.0,49,0
2382.0,53,0
2383.0,46,0
2385.0,50,0
2386.0,49,0
2390.0,53,0
2391.0,48,0
2397.0,46,0
2398.0,47,0
2404.0,55,0
2406.0,49,0
2413.0,50,0
2414.0,48,0
2418.0,46,0
2426.0,51,0
2428.0,49,0
2434.0,47,0
2454.0,51,0
2455.0,48,0
2456.0,50,0
2457.0,53,0
2461.0,48,0
2465.0,51,0
2468.0,48,0
2480.0,48,0
2481.0,51,0
2487.0,49,0
2488.0,49,0
2491.0,53,0
2499.0,44,0
2501.0,56,0
2505.0,49,0
2508.0,44,0
2514.0,55,0
2519.0,48,0
2524.0,53,0
2525.0,50,0
2527.0,49,0
2536.0,48,0
2538.0,44,0
2540.0,51,0
2550.0,45,0
2551.0,47,0
2552.0,54,0
2553.0,48,0
2556.0,49,0
2560.0,54,0
2564.0,48,0
2565.0,45,0
2568.0,53,0
2577.0,50,0
2593.0,46,0
2595.0,49,0
2599.0,48,0
2601.0,52,0
2603.0,55,0
2613.0,50,0
2615.0,41,0
2634.0,49,0
2639.0,51,0
2665.0,41,0
2685.0,49,0
2686.0,46,0
2688.0,52,0
2693.0,47,0
2700.0,42,0
2702.0,51,0
2706.0,50,0
2713.0,52,0
2719.0,52,0
2728.0,52,0
2738.0,53,0
2739.0,56,0
2745.0,48,0
2749.0,53,0
2752.0,44,0
2772.0,47,0
2780.0,52,0
2782.0,51,0
2783.0,47,0
2804.0,50,0
2808.0,49,0
2810.0,53,0
2816.0,55,0
2826.0,53,0
2830.0,50,0
2837.0,48,0
2840.0,50,0
2844.0,54,0
2846.0,47,0
2847.0,51,0
2852.0,53,0
2853.0,54,0
2855.0,46,0
2859.0,52,0
2864.0,48,0
2877.0,48,0
2880.0,53,0
2891.0,47,0
2892.0,52,0
2894.0,52,0
2900.0,47,0
2904.0,55,0
2907.0,48,0
2909.0,53,0
2910.0,52,0
2915.0,53,0
2919.0,45,0
2925.0,48,0
2926.0,49,0
2929.0,55,0
2933.0,51,0
2953.0,53,0
2961.0,49,0
2962.0,45,0
2963.0,48,0
2965.0,48,0
2966.0,49,0
2970.0,50,0
2975.0,46,0
2976.0,53,0
2977.0,49,0
2985.0,48,0
2993.0,50,0
2995.0,52,0
2996.0,52,0
3000.0,50,0
3009.0,53,0
3012.0,52,0
3016.0,47,0
3018.0,48,0
3020.0,49,0
3023.0,47,0
3025.0,50,0
3031.0,53,0
3035.0,52,0
3036.0,45,0
3038.0,50,0
3042.0,52,0
3047.0,48,0
3058.0,51,0
3059.0,48,0
3060.0,54,0
3062.0,53,0
3065.0,55,0
3068.0,46,0
3070.0,45,0
3071.0,49,0
3072.0,50,0
3078.0,46,0
3084.0,47,0
3085.0,48,0
3100.0,59,0
3101.0,49,0
3105.0,48,0
3112.0,53,0
3114.0,42,0
3119.0,48,0
3126.0,52,0
3128.0,51,0
3129.0,51,0
3130.0,45,0
3135.0,48,0
3140.0,48,0
3149.0,51,0
3154.0,44,0
3157.0,47,0
3160.0,45,0
3167.0,45,0
3169.0,48,0
3175.0,49,0
3177.0,48,0
3192.0,52,0
3200.0,52,0
3206.0,47,0
3207.0,51,0
3210.0,49,0
3213.0,46,0
3214.0,50,0
3216.0,48,0
3226.0,45,0
3227.0,51,0
3228.0,53,0
3233.0,46,0
3238.0,49,0
3240.0,50,0
3243.0,53,0
3245.0,51,0
3246.0,48,0
3247.0,54,0
3257.0,45,0
3258.0,49,0
3262.0,47,0
3264.0,51,0
3269.0,49,0
3272.0,49,0
3274.0,53,0
3277.0,48,0
3282.0,51,0
3283.0,49,0
3285.0,53,0
3294.0,43,0
3297.0,55,0
3299.0,54,0
3301.0,54,0
3308.0,51,0
3314.0,50,0
3323.0,49,0
3324.0,52,0
3328.0,55,0
3335.0,49,0
3337.0,45,0
3339.0,54,0
3351.0,51,0
3355.0,52,0
3366.0,45,0
3368.0,50,0
3372.0,48,0
3375.0,47,0
3406.0,52,0
3411.0,50,0
3412.0,51,0
3413.0,50,0
3418.0,48,0
3447.0,52,0
3448.0,49,0
3450.0,48,0
3453.0,49,0
3454.0,46,0
3455.0,59,0
3459.0,55,0
3460.0,49,0
3461.0,50,0
3462.0,46,0
3463.0,51,0
3466.0,54,0
3471.0,50,0
3472.0,47,0
3474.0,48,0
3479.0,44,0
3487.0,50,0
3492.0,53,0
3495.0,52,0
3497.0,49,0
3502.0,47,0
3517.0,52,0
3524.0,43,0
3531.0,50,0
3532.0,53,0
3533.0,48,0
3540.0,41,0
3559.0,50,0
3566.0,51,0
3569.0,47,0
3570.0,53,0
3571.0,50,0
3574.0,47,0
3577.0,51,0
3579.0,49,0
3596.0,53,0
3599.0,51,0
3605.0,52,0
3607.0,53,0
3611.0,48,0
3612.0,56,0
3617.0,50,0
3619.0,49,0
3624.0,49,0
3640.0,53,0
3641.0,45,0
3643.0,53,0
3650.0,50,0
3651.0,49,0
3658.0,47,0
3661.0,43,0
3668.0,48,0
3681.0,56,0
3683.0,46,0
3684.0,52,0
3687.0,50,0
3691.0,50,0
3694.0,49,0
3702.0,50,0
3706.0,52,0
3717.0,54,0
3723.0,48,0
3728.0,47,0
3730.0,43,0
3738.0,48,0
3740.0,50,0
3742.0,47,0
3744.0,53,0
3749.0,48,0
3752.0,48,0
3753.0,45,0
3765.0,49,0
3766.0,52,0
3767.0,49,0
3771.0,51,0
3773.0,46,0
3775.0,52,0
3780.0,51,0
3782.0,48,0
3784.0,49,0
3787.0,51,0
3789.0,47,0
3796.0,50,0
3798.0,54,0
3800.0,49,0
3811.0,48,0
3812.0,44,0
3816.0,44,0
3826.0,52,0
3829.0,47,0
3839.0,47,0
3842.0,50,0
3850.0,48,0
3851.0,54,0
3856.0,50,0
3857.0,50,0
3862.0,53,0
3869.0,50,0
3881.0,47,0
3886.0,48,0
3891.0,51,0
3894.0,51,0
3899.0,49,0
3903.0,52,0
3910.0,51,0
3919.0,48,0
3924.0,53,0
3932.0,42,0
3953.0,46,0
3960.0,53,0
3962.0,50,0
3968.0,43,0
3975.0,47,0
3978.0,47,0
3990.0,45,0
3993.0,56,0
4024.0,50,0
4025.0,49,0
4027.0,48,0
4031.0,50,0
4039.0,46,0
4043.0,52,0
4044.0,50,0
4045.0,52,0
4048.0,48,0
4051.0,48,0
4056.0,52,0
4068.0,50,0
4072.0,51,0
4075.0,51,0
4088.0,50,0
4093.0,47,0
4096.0,50,0
4099.0,50,0
4101.0,48,0
4111.0,50,0
4113.0,49,0
4125.0,46,0
4138.0,43,0
4142.0,49,0
4143.0,47,0
4144.0,49,0
4145.0,48,0
4146.0,53,0
4167.0,52,0
4168.0,48,0
4169.0,45,0
4176.0,50,0
4193.0,51,0
4195.0,52,0
4196.0,49,0
4208.0,52,0
4210.0,50,0
4211.0,56,0
4212.0,46,0
4221.0,44,0
4226.0,45,0
4230.0,49,0
4231.0,53,0
4243.0,48,0
4248.0,55,0
4256.0,44,0
4258.0,48,0
4261.0,50,0
4262.0,45,0
4264.0,53,0
4265.0,51,0
4269.0,49,0
4281.0,47,0
4286.0,50,0
4287.0,44,0
4290.0,51,0
4296.0,51,0
4297.0,47,0
4303.0,49,0
4310.0,52,0
4319.0,53,0
4326.0,50,0
4333.0,47,0
4335.0,50,0
4342.0,49,0
4348.0,44,0
4361.0,48,0
4364.0,47,0
4375.0,52,0
4380.0,49,0
4387.0,51,0
4394.0,51,0
4397.0,50,0
4400.0,44,0
4419.0,48,0
4420.0,50,0
4425.0,47,0
4438.0,54,0
4442.0,50,0
4446.0,48,0
4447.0,51,0
4448.0,48,0
4449.0,47,0
4455.0,48,0
4460.0,48,0
4466.0,46,0
4469.0,48,0
4470.0,54,0
4471.0,48,0
4486.0,45,0
4490.0,49,0
4492.0,50,0
4499.0,53,0
4501.0,48,0
4503.0,54,0
4528.0,50,0
4529.0,49,0
4541.0,49,0
4542.0,50,0
4547.0,48,0
4560.0,55,0
4567.0,54,0
4568.0,56,0
4572.0,48,0
4574.0,50,0
4575.0,53,0
4582.0,49,0
4585.0,51,0
4589.0,47,0
4591.0,51,0
4597.0,47,0
4599.0,50,0
4601.0,48,0
4604.0,52,0
4613.0,51,0
4616.0,52,0
4629.0,48,0
4632.0,44,0
4642.0,48,0
4644.0,50,0
4657.0,46,0
4662.0,50,0
4676.0,47,0
4679.0,50,0
4682.0,44,0
4685.0,49,0
4686.0,45,0
4688.0,48,0
4699.0,52,0
4706.0,51,0
4714.0,49,0
4716.0,53,0
4719.0,48,0
4725.0,46,0
4730.0,48,0
4737.0,53,0
4740.0,49,0
4747.0,50,0
4750.0,49,0
4751.0,53,0
4757.0,55,0
4759.0,51,0
4766.0,50,0
4768.0,51,0
4774.0,47,0
4781.0,45,0
4784.0,53,0
4785.0,50,0
4787.0,51,0
4790.0,51,0
4800.0,49,0
4804.0,46,0
4806.0,48,0
4812.0,49,0
4813.0,52,0
4823.0,52,0
4825.0,52,0
4834.0,47,0
4838.0,47,0
4848.0,57,0
4849.0,52,0
4852.0,53,0
4862.0,50,0
4868.0,44,0
4869.0,50,0
4896.0,46,0
4898.0,45,0
4899.0,49,0
4901.0,53,0
4906.0,48,0
4907.0,45,0
4910.0,49,0
4928.0,48,0
4933.0,51,0
4940.0,47,0
4941.0,47,0
4950.0,52,0
4955.0,54,0
4961.0,49,0
4996.0,51,0
4997.0,48,0
5003.0,57,0
5004.0,49,0
5005.0,48,0
5012.0,50,0
5022.0,47,0
5025.0,51,0
5026.0,52,0
5036.0,48,0
5037.0,50,0
5038.0,54,0
5044.0,51,0
5046.0,46,0
5054.0,46,0
5055.0,49,0
5068.0,48,0
5081.0,49,0
5089.0,46,0
5093.0,47,0
5099.0,47,0
5103.0,50,0
5106.0,48,0
5113.0,49,0
5118.0,54,0
5123.0,55,0
5127.0,50,0
5128.0,52,0
5132.0,52,0
5136.0,53,0
5137.0,52,0
5148.0,52,0
5154.0,53,0
5158.0,51,0
5160.0,55,0
5162.0,51,0
5168.0,48,0
5169.0,48,0
5170.0,50,0
5178.0,49,0
5185.0,49,0
5187.0,46,0
5196.0,51,0
5201.0,47,0
5204.0,47,0
5205.0,50,0
5212.0,52,0
5213.0,47,0
5217.0,49,0
5218.0,49,0
5219.0,46,0
5220.0,55,0
5226.0,47,0
5236.0,53,0
5240.0,52,0
5253.0,51,0
5264.0,50,0
5265.0,51,0
5269.0,49,0
5273.0,49,0
5275.0,49,0
5279.0,54,0
5281.0,54,0
5289.0,50,0
5291.0,50,0
5293.0,52,0
5297.0,48,0
5299.0,50,0
5308.0,47,0
5310.0,52,0
5314.0,49,0
5319.0,48,0
5327.0,50,0
5329.0,48,0
5342.0,51,0
5344.0,49,0
5345.0,53,0
5351.0,50,0
5353.0,50,0
5356.0,51,0
5357.0,54,0
5359.0,48,0
5360.0,44,0
5362.0,53,0
5364.0,47,0
5368.0,49,0
5369.0,47,0
5374.0,48,0
5376.0,49,0
5380.0,51,0
5382.0,48,0
5386.0,54,0
5388.0,48,0
5393.0,50,0
5402.0,48,0
5405.0,50,0
5421.0,49,0
5425.0,49,0
5429.0,49,0
5450.0,51,0
5458.0,48,0
5459.0,45,0
5465.0,52,0
5482.0,46,0
5485.0,48,0
5497.0,53,0
5498.0,47,0
5501.0,50,0
5504.0,52,0
5510.0,47,0
5512.0,51,0
5514.0,53,0
5516.0,53,0
5521.0,48,0
5523.0,49,0
5530.0,44,0
5540.0,50,0
5543.0,46,0
5547.0,52,0
5553.0,47,0
5555.0,50,0
5558.0,54,0
5560.0,50,0
5568.0,53,0
5573.0,50,0
5575.0,47,0
5582.0,49,0
5591.0,47,0
5592.0,52,0
5594.0,43,0
5597.0,51,0
5613.0,53,0
5639.0,50,0
5643.0,51,0
5645.0,47,0
5653.0,50,0
5654.0,46,0
5655.0,52,0
5656.0,55,0
5659.0,50,0
5661.0,48,0
5666.0,45,0
5670.0,52,0
5672.0,52,0
5675.0,50,0
5682.0,51,0
5689.0,50,0
5694.0,55,0
5700.0,45,0
5703.0,50,0
5717.0,53,0
5722.0,49,0
5723.0,52,0
5724.0,52,0
5729.0,49,0
5731.0,49,0
5736.0,54,0
5745.0,47,0
5764.0,47,0
5765.0,54,0
5768.0,47,0
5771.0,48,0
5777.0,45,0
5778.0,54,0
5779.0,50,0
5782.0,53,0
5784.0,48,0
5790.0,51,0
5795.0,54,0
5799.0,54,0
5801.0,48,0
5802.0,46,0
5807.0,54,0
5808.0,46,0
5809.0,53,0
5811.0,44,0
5816.0,46,0
5821.0,45,0
5830.0,51,0
5842.0,49,0
5843.0,52,0
5849.0,51,0
5851.0,50,0
5857.0,49,0
5858.0,49,0
5859.0,53,0
5862.0,55,0
5867.0,47,0
5870.0,47,0
5875.0,49,0
5881.0,45,0
5887.0,48,0
5892.0,54,0
5902.0,51,0
5908.0,49,0
5913.0,46,0
5915.0,51,0
5920.0,51,0
5925.0,45,0
5926.0,54,0
5937.0,51,0
5944.0,55,0
5960.0,50,0
5961.0,46,0
5974.0,47,0
5975.0,55,0
5988.0,50,0
5994.0,50,0
5999.0,48,0
6001.0,50,0
6002.0,51,0
6003.0,49,0
6008.0,51,0
6017.0,48,0
6019.0,55,0
6026.0,52,0
6039.0,47,0
6040.0,50,0
6041.0,55,0
6045.0,54,0
6047.0,46,0
6049.0,52,0
6050.0,49,0
6057.0,50,0
6063.0,46,0
6071.0,55,0
6072.0,53,0
6074.0,52,0
6078.0,49,0
6084.0,50,0
6090.0,45,0
6091.0,50,0
6098.0,49,0
6102.0,55,0
6104.0,52,0
6110.0,47,0
6114.0,50,0
6132.0,50,0
6134.0,43,0
6141.0,57,0
6142.0,50,0
6149.0,48,0
6150.0,43,0
6152.0,51,0
6155.0,53,0
6158.0,49,0
6160.0,54,0
6163.0,49,0
6170.0,51,0
6173.0,44,0
6175.0,53,0
6176.0,47,0
6179.0,52,0
6189.0,51,0
6190.0,50,0
6194.0,50,0
6200.0,54,0
6205.0,53,0
6206.0,53,0
6207.0,51,0
6214.0,48,0
6221.0,46,0
6224.0,50,0
6232.0,49,0
6238.0,54,0
6239.0,46,0
6244.0,51,0
6247.0,46,0
6248.0,47,0
6249.0,50,0
6254.0,55,0
6268.0,49,0
6278.0,50,0
6283.0,49,0
6284.0,54,0
6289.0,54,0
6293.0,50,0
6295.0,52,0
6308.0,47,0
6310.0,47,0
6313.0,49,0
6315.0,50,0
6317.0,47,0
6327.0,51,0
6332.0,47,0
6337.0,47,0
6345.0,51,0
6347.0,47,0
6350.0,53,0
6361.0,50,0
6367.0,46,0
6373.0,52,0
6374.0,52,0
6382.0,48,0
6385.0,54,0
6389.0,49,0
6390.0,47,0
6423.0,46,0
6431.0,46,0
6432.0,49,0
6434.0,52,0
6438.0,56,0
6439.0,47,0
6443.0,52,0
6450.0,52,0
6456.0,52,0
6472.0,48,0
6473.0,46,0
6477.0,51,0
6478.0,46,0
6486.0,46,0
6489.0,48,0
6494.0,50,0
6501.0,49,0
6502.0,52,0
6509.0,52,0
6523.0,49,0
6526.0,47,0
6527.0,52,0
6535.0,50,0
6541.0,49,0
6553.0,54,0
6557.0,45,0
6563.0,50,0
6570.0,44,0
6578.0,47,0
6588.0,48,0
6594.0,56,0
6601.0,58,0
6602.0,50,0
6604.0,48,0
6605.0,55,0
6613.0,56,0
6623.0,47,0
6629.0,53,0
6634.0,52,0
6638.0,49,0
6644.0,52,0
6647.0,48,0
6652.0,54,0
6669.0,44,0
6670.0,55,0
6672.0,50,0
6673.0,50,0
6677.0,45,0
6680.0,43,0
6684.0,52,0
6686.0,48,0
6689.0,47,0
6696.0,47,0
6697.0,47,0
6700.0,47,0
6701.0,53,0
6705.0,49,0
6708.0,52,0
6713.0,51,0
6718.0,51,0
6743.0,52,0
6744.0,51,0
6746.0,49,0
6748.0,52,0
6749.0,47,0
6762.0,59,0
6782.0,48,0
6783.0,47,0
6785.0,48,0
6800.0,50,0
6829.0,54,0
6830.0,47,0
6837.0,55,0
6848.0,50,0
6858.0,46,0
6864.0,49,0
6870.0,49,0
6873.0,49,0
6874.0,45,0
6876.0,46,0
6880.0,47,0
6883.0,44,0
6887.0,48,0
6892.0,50,0
6894.0,47,0
6898.0,51,0
6900.0,54,0
6904.0,45,0
6913.0,47,0
6915.0,55,0
6917.0,52,0
6921.0,58,0
6923.0,46,0
6925.0,50,0
6930.0,49,0
6935.0,47,0
6939.0,52,0
6943.0,57,0
6950.0,51,0
6951.0,49,0
6953.0,47,0
6956.0,52,0
6957.0,50,0
6964.0,51,0
6972.0,55,0
6978.0,48,0
6980.0,51,0
6983.0,49,0
7000.0,54,0
7002.0,48,0
7013.0,50,0
7018.0,51,0
7024.0,52,0
7029.0,58,0
7030.0,50,0
7037.0,50,0
7045.0,53,0
7050.0,49,0
7052.0,50,0
7064.0,48,0
7066.0,49,0
7067.0,50,0
7068.0,51,0
7085.0,50,0
7088.0,50,0
7093.0,49,0
7100.0,53,0
7110.0,50,0
7112.0,52,0
7122.0,49,0
7123.0,50,0
7127.0,43,0
7141.0,56,0
7143.0,47,0
7144.0,47,0
7147.0,47,0
7153.0,47,0
7156.0,49,0
7162.0,52,0
7166.0,52,0
7168.0,43,0
7172.0,56,0
7176.0,53,0
7178.0,48,0
7181.0,52,0
7182.0,50,0
7184.0,48,0
7185.0,50,0
7197.0,50,0
7200.0,46,0
7203.0,55,0
7209.0,49,0
7210.0,51,0
7214.0,51,0
7216.0,45,0
7218.0,47,0
7224.0,50,0
7226.0,51,0
7233.0,51,0
7234.0,50,0
7236.0,49,0
7244.0,44,0
7246.0,53,0
7247.0,51,0
7250.0,51,0
7254.0,48,0
7255.0,54,0
7256.0,51,0
7258.0,54,0
7260.0,42,0
7262.0,61,0
7263.0,51,0
7266.0,47,0
7267.0,48,0
7273.0,50,0
7286.0,47,0
7290.0,44,0
7296.0,45,0
7309.0,42,0
7310.0,45,0
7311.0,46,0
7315.0,46,0
7334.0,49,0
7336.0,50,0
7338.0,48,0
7340.0,52,0
7341.0,46,0
7346.0,49,0
7350.0,52,0
7352.0,53,0
7355.0,52,0
7359.0,48,0
7361.0,50,0
7365.0,56,0
7367.0,47,0
7372.0,45,0
7373.0,53,0
7375.0,47,0
7377.0,55,0
7383.0,47,0
7384.0,47,0
7387.0,50,0
7390.0,51,0
7399.0,46,0
7400.0,51,0
7409.0,52,0
7412.0,52,0
7415.0,50,0
7421.0,53,0
7432.0,51,0
7433.0,49,0
7447.0,49,0
7456.0,45,0
7461.0,49,0
7462.0,48,0
7478.0,47,0
7479.0,48,0
7480.0,49,0
7490.0,49,0
7498.0,48,0
7499.0,46,0
7503.0,48,0
7508.0,48,0
7511.0,50,0
7517.0,53,0
7518.0,46,0
7524.0,44,0
7533.0,53,0
7541.0,50,0
7547.0,54,0
7549.0,51,0
7561.0,48,0
7576.0,53,0
7589.0,49,0
7594.0,52,0
7595.0,47,0
7600.0,48,0
7604.0,50,0
7623.0,50,0
7627.0,52,0
7633.0,45,0
7634.0,52,0
7646.0,51,0
7653.0,46,0
7659.0,49,0
7660.0,43,0
7682.0,48,0
7686.0,44,0
7687.0,51,0
7688.0,51,0
7690.0,47,0
7697.0,48,0
7699.0,52,0
7702.0,49,0
7703.0,50,0
7704.0,54,0
7710.0,48,0
7720.0,54,0
7724.0,49,0
7726.0,50,0
7727.0,45,0
7733.0,53,0
7737.0,47,0
7739.0,50,0
7750.0,46,0
7754.0,51,0
7756.0,48,0
7758.0,51,0
7759.0,52,0
7760.0,44,0
7765.0,53,0
7766.0,50,0
